"customer_id","age","customer_id (right)","visit_count","Cluster"
"a1Dd2Cc77F57d5B",21,"a1Dd2Cc77F57d5B",6,"cluster_0"
"52DdEF1eed6A5cC",63,"52DdEF1eed6A5cC",3,"cluster_1"
"EAbC948bb75eFEF",63,"EAbC948bb75eFEF",3,"cluster_1"
"e5D99a1C35Ef0ad",28,"e5D99a1C35Ef0ad",2,"cluster_3"
"019C87BF0cDAbB5",49,"019C87BF0cDAbB5",4,"cluster_2"
"aE7A2b886FBDD2B",49,"aE7A2b886FBDD2B",4,"cluster_2"
"BEFAE33ED2e7Cc5",21,"BEFAE33ED2e7Cc5",7,"cluster_0"
"F499a3caA2Ef7c7",63,"F499a3caA2Ef7c7",2,"cluster_1"
"C58eAac5d1FbddB",14,"C58eAac5d1FbddB",5,"cluster_0"
"5F264dBA8FFce9D",35,"5F264dBA8FFce9D",3,"cluster_3"
"d568680a1F3A9EF",21,"d568680a1F3A9EF",5,"cluster_0"
"56CA809c9Bb6c1A",35,"56CA809c9Bb6c1A",2,"cluster_3"
"1aD9eFae5617b29",42,"1aD9eFae5617b29",5,"cluster_2"
"eB1adB636dddc67",70,"eB1adB636dddc67",3,"cluster_1"
"212Bb14481D6Faf",42,"212Bb14481D6Faf",5,"cluster_2"
"ce907ab8eB1B199",21,"ce907ab8eB1B199",5,"cluster_0"
"0c48FdF00FC0BaE",63,"0c48FdF00FC0BaE",2,"cluster_1"
"3c6453445B6Ba00",21,"3c6453445B6Ba00",6,"cluster_0"
"592C27D7999304f",63,"592C27D7999304f",2,"cluster_1"
"5DD31b97C1c52D4",42,"5DD31b97C1c52D4",5,"cluster_2"
"56Bb5d6DAb8bb3c",14,"56Bb5d6DAb8bb3c",7,"cluster_0"
"EdC7Bd08dC4aB63",28,"EdC7Bd08dC4aB63",5,"cluster_3"
"aD0A7E3cB00FDd9",70,"aD0A7E3cB00FDd9",2,"cluster_1"
"5ADFd78330B9Ea4",28,"5ADFd78330B9Ea4",2,"cluster_3"
"3Fe01FEd3a2B66C",63,"3Fe01FEd3a2B66C",2,"cluster_1"
"aD2b3b60B29afce",70,"aD2b3b60B29afce",3,"cluster_1"
"d9D1CBDF831309C",63,"d9D1CBDF831309C",3,"cluster_1"
"D0EAdF4b76BCBce",70,"D0EAdF4b76BCBce",3,"cluster_1"
"6A322d4D801dEAF",63,"6A322d4D801dEAF",2,"cluster_1"
"b1e46922e99B309",63,"b1e46922e99B309",3,"cluster_1"
"7a5Fc9bad02dEDf",70,"7a5Fc9bad02dEDf",4,"cluster_1"
"AdDc82cBEADeEBa",21,"AdDc82cBEADeEBa",5,"cluster_0"
"C5F8f8eE862a0Ce",35,"C5F8f8eE862a0Ce",5,"cluster_3"
"2df8Fea08C9B01e",14,"2df8Fea08C9B01e",6,"cluster_0"
"5db7fe0bA8A71d4",42,"5db7fe0bA8A71d4",2,"cluster_2"
"9c8EE8BAc25dF5C",35,"9c8EE8BAc25dF5C",2,"cluster_3"
"920c7aBEEb734e3",63,"920c7aBEEb734e3",2,"cluster_1"
"6F8A5eBAbaac5D4",70,"6F8A5eBAbaac5D4",2,"cluster_1"
"7FAa7a777a7E07f",70,"7FAa7a777a7E07f",2,"cluster_1"
"E2bBbE9D7A8F28A",63,"E2bBbE9D7A8F28A",2,"cluster_1"
"00CC28df36CdD78",63,"00CC28df36CdD78",3,"cluster_1"
"f5235336aAB9BDC",35,"f5235336aAB9BDC",4,"cluster_3"
"e3EBc325173becd",14,"e3EBc325173becd",5,"cluster_0"
"D17fBea1A6eEEAB",35,"D17fBea1A6eEEAB",2,"cluster_3"
"3bc5C3Ba10a8AFc",35,"3bc5C3Ba10a8AFc",2,"cluster_3"
"cb3a676F6E4072c",63,"cb3a676F6E4072c",3,"cluster_1"
"199D8f1Ea6BD3dE",35,"199D8f1Ea6BD3dE",2,"cluster_3"
"AB3DC06c573f9ED",42,"AB3DC06c573f9ED",4,"cluster_2"
"E79766Afbe1cce5",70,"E79766Afbe1cce5",2,"cluster_1"
"7CdA51CFF6d15aB",42,"7CdA51CFF6d15aB",4,"cluster_2"
"2127b509023a361",35,"2127b509023a361",3,"cluster_3"
"2B6743f9cea90A2",49,"2B6743f9cea90A2",4,"cluster_2"
"88d57ff25B3Ea59",14,"88d57ff25B3Ea59",5,"cluster_0"
"D1a2dFF6eADFFCB",35,"D1a2dFF6eADFFCB",2,"cluster_3"
"cf26FcbbeCAcdD9",7,"cf26FcbbeCAcdD9",6,"cluster_0"
"6aDEc4e3Dd0Eaa8",35,"6aDEc4e3Dd0Eaa8",4,"cluster_3"
"63Cdd6D1Dcf0011",14,"63Cdd6D1Dcf0011",7,"cluster_0"
"a6c2b1A26e60efe",35,"a6c2b1A26e60efe",3,"cluster_3"
"47AE5B5D28A29BE",70,"47AE5B5D28A29BE",3,"cluster_1"
"c0d3Cfb5E0861e9",77,"c0d3Cfb5E0861e9",2,"cluster_1"
"C26f8248Ed2BA47",70,"C26f8248Ed2BA47",2,"cluster_1"
"4E8fA807cFFB1d8",7,"4E8fA807cFFB1d8",6,"cluster_0"
"EE77d9EF115cA58",28,"EE77d9EF115cA58",6,"cluster_3"
"04d2254ee8ec4F9",49,"04d2254ee8ec4F9",5,"cluster_2"
"6F27ea30a06D966",77,"6F27ea30a06D966",2,"cluster_1"
"d6CC1dFC9ac59f2",21,"d6CC1dFC9ac59f2",5,"cluster_0"
"4D3d7A3b67ee43e",21,"4D3d7A3b67ee43e",6,"cluster_0"
"25cb5eFFf8a290a",56,"25cb5eFFf8a290a",2,"cluster_1"
"2eeD819bdD3EeE7",21,"2eeD819bdD3EeE7",5,"cluster_0"
"0dec62AACBd98bF",42,"0dec62AACBd98bF",5,"cluster_2"
"aF30D33aEc02e75",35,"aF30D33aEc02e75",2,"cluster_3"
"af7feCAFbe044f8",49,"af7feCAFbe044f8",5,"cluster_2"
"e4AD698e57fa1dC",35,"e4AD698e57fa1dC",5,"cluster_3"
"E3b3A6B9f250be7",35,"E3b3A6B9f250be7",4,"cluster_3"
"dea7F6EbED6c4f2",49,"dea7F6EbED6c4f2",4,"cluster_2"
"E2357f0beE24fb6",56,"E2357f0beE24fb6",3,"cluster_1"
"BDfbF68BAc329b6",49,"BDfbF68BAc329b6",4,"cluster_2"
"f348531A26ecce7",63,"f348531A26ecce7",2,"cluster_1"
"69849cDd5a811bf",21,"69849cDd5a811bf",5,"cluster_0"
"a6C7Cabaa26a97b",14,"a6C7Cabaa26a97b",6,"cluster_0"
"FA527ea665D1dAf",49,"FA527ea665D1dAf",4,"cluster_2"
"FF4885d39872fA9",63,"FF4885d39872fA9",3,"cluster_1"
"EBc42E6C33A6D4f",42,"EBc42E6C33A6D4f",5,"cluster_2"
"48dF320f0C860aC",70,"48dF320f0C860aC",2,"cluster_1"
"8508b3eFAaBB0Fb",35,"8508b3eFAaBB0Fb",5,"cluster_3"
"b6d75edac89491F",49,"b6d75edac89491F",5,"cluster_2"
"f90e7cac722555e",35,"f90e7cac722555e",2,"cluster_3"
"fED53bbA13Eae38",63,"fED53bbA13Eae38",4,"cluster_1"
"ccc1bC35b5579cC",42,"ccc1bC35b5579cC",4,"cluster_2"
"4AB4858E39dfD83",63,"4AB4858E39dfD83",3,"cluster_1"
"03c7bFc909895AF",49,"03c7bFc909895AF",4,"cluster_2"
"35979835232b36e",42,"35979835232b36e",4,"cluster_2"
"EcDc28fdB3bc6ba",28,"EcDc28fdB3bc6ba",2,"cluster_3"
"768305fAC784aB4",14,"768305fAC784aB4",5,"cluster_0"
"8EBAe96cAe46beb",35,"8EBAe96cAe46beb",3,"cluster_3"
"e5dbf5Cd72C6B9d",35,"e5dbf5Cd72C6B9d",5,"cluster_3"
"73bE707B28EC9d1",21,"73bE707B28EC9d1",5,"cluster_0"
"3350cAFab40C61A",14,"3350cAFab40C61A",6,"cluster_0"
"39d463684fD45fC",14,"39d463684fD45fC",6,"cluster_0"
"0cBDC4a9DDff4e6",7,"0cBDC4a9DDff4e6",5,"cluster_0"
"bEF1d7d4f4D26B1",21,"bEF1d7d4f4D26B1",6,"cluster_0"
"F0c55B20fFf9BE5",14,"F0c55B20fFf9BE5",5,"cluster_0"
"aa2a7b4B5de6ae7",14,"aa2a7b4B5de6ae7",5,"cluster_0"
"0Dcbdcb0ACA683A",35,"0Dcbdcb0ACA683A",2,"cluster_3"
"D90ECddDA55316f",42,"D90ECddDA55316f",4,"cluster_2"
"a0Dc27FE15f8D7e",70,"a0Dc27FE15f8D7e",3,"cluster_1"
"a739F85CDdf3e8C",70,"a739F85CDdf3e8C",3,"cluster_1"
"aEb8cDd597E09DC",35,"aEb8cDd597E09DC",3,"cluster_3"
"4d3ccf65eC52AeF",35,"4d3ccf65eC52AeF",2,"cluster_3"
"B4DCE67367523f1",28,"B4DCE67367523f1",2,"cluster_3"
"496C9c87cbC8fce",77,"496C9c87cbC8fce",4,"cluster_1"
"CFBB114A565D69a",35,"CFBB114A565D69a",3,"cluster_3"
"4131f2ce6b5CE80",21,"4131f2ce6b5CE80",6,"cluster_0"
"4ECf0BaD5550Deb",70,"4ECf0BaD5550Deb",2,"cluster_1"
"ef3Da2ceDC4A8f5",28,"ef3Da2ceDC4A8f5",3,"cluster_3"
"EF6788A3Da3fafF",35,"EF6788A3Da3fafF",2,"cluster_3"
"32A6A04a7235aCD",70,"32A6A04a7235aCD",3,"cluster_1"
"d541a83db158fd0",21,"d541a83db158fd0",6,"cluster_0"
"0eD6394E5a149A3",21,"0eD6394E5a149A3",5,"cluster_0"
"C4A30bFBDb5D9dC",42,"C4A30bFBDb5D9dC",2,"cluster_2"
"9e8CfF0fcD35dCd",28,"9e8CfF0fcD35dCd",3,"cluster_3"
"99dfAa2DDcBbecE",70,"99dfAa2DDcBbecE",2,"cluster_1"
"EebfF3CeCeBFF1a",14,"EebfF3CeCeBFF1a",6,"cluster_0"
"EFa09BB9faaB2F0",63,"EFa09BB9faaB2F0",2,"cluster_1"
"5EE6edD00f5Fc21",35,"5EE6edD00f5Fc21",4,"cluster_3"
"5F39ddFEc8b0e6c",28,"5F39ddFEc8b0e6c",2,"cluster_3"
"Dc24eA9Ba0aF29f",21,"Dc24eA9Ba0aF29f",5,"cluster_0"
"Ccc869E8BC9EDEA",35,"Ccc869E8BC9EDEA",5,"cluster_3"
"1df1f2DA4c03b9A",42,"1df1f2DA4c03b9A",6,"cluster_2"
"7Bd7d2bE34477cf",77,"7Bd7d2bE34477cf",3,"cluster_1"
"AacB0FEdE7c96Df",70,"AacB0FEdE7c96Df",3,"cluster_1"
"cd92afE9D4d95Ec",35,"cd92afE9D4d95Ec",5,"cluster_3"
"EC8282dfA59B59C",35,"EC8282dfA59B59C",2,"cluster_3"
"1CAADd0340B642f",49,"1CAADd0340B642f",6,"cluster_2"
"CC64abD2Bcb03eb",21,"CC64abD2Bcb03eb",6,"cluster_0"
"8E86dDdcCE8ee80",14,"8E86dDdcCE8ee80",5,"cluster_0"
"e6116aCC9Ae85EA",42,"e6116aCC9Ae85EA",4,"cluster_2"
"838ed28B6DfA578",35,"838ed28B6DfA578",4,"cluster_3"
"25D26e5D30bf3D3",35,"25D26e5D30bf3D3",3,"cluster_3"
"dEbC76fE9Ca91e3",42,"dEbC76fE9Ca91e3",5,"cluster_2"
"aB7BBaAFFE60A1f",63,"aB7BBaAFFE60A1f",2,"cluster_1"
"B8dfA76eAEf8FEB",42,"B8dfA76eAEf8FEB",4,"cluster_2"
"aa7FA01d3FF34FD",21,"aa7FA01d3FF34FD",5,"cluster_0"
"92bdd7aAa39d0eA",42,"92bdd7aAa39d0eA",5,"cluster_2"
"0eBb13eB3f10A4d",35,"0eBb13eB3f10A4d",5,"cluster_3"
"acDEb7d6e1dc0F6",28,"acDEb7d6e1dc0F6",3,"cluster_3"
"Ee12e2deB8eBBAF",35,"Ee12e2deB8eBBAF",5,"cluster_3"
"5F691A013c4aEb8",42,"5F691A013c4aEb8",5,"cluster_2"
"B8D9F7868cb5FDC",63,"B8D9F7868cb5FDC",4,"cluster_1"
"7EDf3E945EcaA1B",28,"7EDf3E945EcaA1B",5,"cluster_3"
"eB934e6d39B095e",28,"eB934e6d39B095e",2,"cluster_3"
"e614EBEbFBC1A0C",28,"e614EBEbFBC1A0C",3,"cluster_3"
"6ff3C95aC22db75",35,"6ff3C95aC22db75",2,"cluster_3"
"73aE92EFFcE1bE8",21,"73aE92EFFcE1bE8",6,"cluster_0"
"EbfB2C2E079DE09",42,"EbfB2C2E079DE09",3,"cluster_2"
"2adEaD1fbf63dd7",14,"2adEaD1fbf63dd7",6,"cluster_0"
"cfde2C60632Bb93",14,"cfde2C60632Bb93",6,"cluster_0"
"1F049b09b9e7aBC",70,"1F049b09b9e7aBC",2,"cluster_1"
"9faa088b5134D5f",21,"9faa088b5134D5f",5,"cluster_0"
"b9F6119eb846962",14,"b9F6119eb846962",6,"cluster_0"
"5D60DE3bEff7a21",21,"5D60DE3bEff7a21",5,"cluster_0"
"C90C2dBc0Ad6dBd",28,"C90C2dBc0Ad6dBd",5,"cluster_3"
"86E4819F0cCDACb",28,"86E4819F0cCDACb",2,"cluster_3"
"43b8972C0daeFb2",42,"43b8972C0daeFb2",4,"cluster_2"
"c074Eac9492EB99",42,"c074Eac9492EB99",4,"cluster_2"
"a451A8E7adf58ef",14,"a451A8E7adf58ef",5,"cluster_0"
"4d8367B5caEBebf",42,"4d8367B5caEBebf",5,"cluster_2"
"938A00D8307a1B8",49,"938A00D8307a1B8",5,"cluster_2"
"f4CD609b1D8ADE3",28,"f4CD609b1D8ADE3",5,"cluster_3"
"E146B20C42dd9cF",35,"E146B20C42dd9cF",5,"cluster_3"
"EEcDd442ce7Bb1B",21,"EEcDd442ce7Bb1B",6,"cluster_0"
"7Ad05ea68EFBb11",21,"7Ad05ea68EFBb11",6,"cluster_0"
"2fd6fc35def9FFc",14,"2fd6fc35def9FFc",5,"cluster_0"
"2D2Fa51deE8c00E",56,"2D2Fa51deE8c00E",3,"cluster_1"
"FBb6aDEB9796eFC",21,"FBb6aDEB9796eFC",7,"cluster_0"
"d03C7D17fecAF5F",28,"d03C7D17fecAF5F",4,"cluster_3"
"dc6BD8cb2F6EFeF",63,"dc6BD8cb2F6EFeF",3,"cluster_1"
"E162dF24Ef862B1",28,"E162dF24Ef862B1",2,"cluster_3"
"ab1AcF6E3f7A2E7",63,"ab1AcF6E3f7A2E7",3,"cluster_1"
"0532Cf0fF6AdEa2",35,"0532Cf0fF6AdEa2",2,"cluster_3"
"dd748AE1Aa481A1",42,"dd748AE1Aa481A1",5,"cluster_2"
"dBdaCCD436edc67",28,"dBdaCCD436edc67",4,"cluster_3"
"a41C1Bb7460cCFE",42,"a41C1Bb7460cCFE",4,"cluster_2"
"BC3FaDD3dE15d05",42,"BC3FaDD3dE15d05",4,"cluster_2"
"6678f03412bED67",21,"6678f03412bED67",6,"cluster_0"
"26cb9EABd8a5aB9",42,"26cb9EABd8a5aB9",5,"cluster_2"
"Dd0bfF4A9bCfEA5",7,"Dd0bfF4A9bCfEA5",6,"cluster_0"
"da47F1e1EFE15D5",14,"da47F1e1EFE15D5",6,"cluster_0"
"2AdBaAA3e2ABB7c",21,"2AdBaAA3e2ABB7c",6,"cluster_0"
"C1e13136CfAaF4c",35,"C1e13136CfAaF4c",4,"cluster_3"
"0F25Ee7C9AeA7c2",28,"0F25Ee7C9AeA7c2",3,"cluster_3"
"4DDBBAe15fc6be6",21,"4DDBBAe15fc6be6",5,"cluster_0"
"905CF81D256f3bF",35,"905CF81D256f3bF",2,"cluster_3"
"D176BcdCb70fCe5",49,"D176BcdCb70fCe5",5,"cluster_2"
"593f339ce45bdfa",70,"593f339ce45bdfa",2,"cluster_1"
"Cb52543fFb7A1D7",42,"Cb52543fFb7A1D7",3,"cluster_2"
"6Ef15D2AE5f801b",42,"6Ef15D2AE5f801b",5,"cluster_2"
"FDEbEE61d262F6a",70,"FDEbEE61d262F6a",3,"cluster_1"
"073BC2A168bdfC1",14,"073BC2A168bdfC1",6,"cluster_0"
"f4cE57fB1c6d7C7",42,"f4cE57fB1c6d7C7",2,"cluster_2"
"3d7b2fc91e5fF9a",42,"3d7b2fc91e5fF9a",4,"cluster_2"
"aAD394E2EB0baDb",21,"aAD394E2EB0baDb",5,"cluster_0"
"518fCF4324B1FD2",14,"518fCF4324B1FD2",6,"cluster_0"
"031aFDd9BE33C3B",21,"031aFDd9BE33C3B",5,"cluster_0"
"8E37AbbDA17C4C8",14,"8E37AbbDA17C4C8",5,"cluster_0"
"7f1F6Df6BdF7e63",56,"7f1F6Df6BdF7e63",3,"cluster_1"
"175f166043df2a4",42,"175f166043df2a4",5,"cluster_2"
"bf88CaABCf3dcBD",21,"bf88CaABCf3dcBD",6,"cluster_0"
"a8CCDDBB84B402E",49,"a8CCDDBB84B402E",4,"cluster_2"
"ec9fb5423CbE09C",42,"ec9fb5423CbE09C",4,"cluster_2"
"Bd017f917c0Db3C",63,"Bd017f917c0Db3C",3,"cluster_1"
"dD3FCCd6ea735CD",14,"dD3FCCd6ea735CD",6,"cluster_0"
"15C524bD80bbaD0",35,"15C524bD80bbaD0",2,"cluster_3"
"ad3Ecd5e4CD2A2E",35,"ad3Ecd5e4CD2A2E",3,"cluster_3"
"4312eB44eE1a1ab",21,"4312eB44eE1a1ab",6,"cluster_0"
"A94ED3dbb63ca83",70,"A94ED3dbb63ca83",2,"cluster_1"
"9bfa95cBABfBfa3",21,"9bfa95cBABfBfa3",6,"cluster_0"
"4D6A5f167b0BC40",63,"4D6A5f167b0BC40",2,"cluster_1"
"6Caec79bF8aad7e",28,"6Caec79bF8aad7e",2,"cluster_3"
"1Ba8d3d8CFA3A6e",14,"1Ba8d3d8CFA3A6e",5,"cluster_0"
"BbedF4c88e2Bc2A",21,"BbedF4c88e2Bc2A",6,"cluster_0"
"B49de744Ab5bbdE",21,"B49de744Ab5bbdE",6,"cluster_0"
"7DAd4d542C0E9BF",14,"7DAd4d542C0E9BF",5,"cluster_0"
"121DFB7aeddd0e6",63,"121DFB7aeddd0e6",2,"cluster_1"
"9B55CEBae8911B7",42,"9B55CEBae8911B7",5,"cluster_2"
"73d1bA77Fe1b759",28,"73d1bA77Fe1b759",3,"cluster_3"
"b942D2a6c1f32F3",63,"b942D2a6c1f32F3",3,"cluster_1"
"3fC2B2FBaEaABa6",70,"3fC2B2FBaEaABa6",2,"cluster_1"
"fB0aeae91F6C3c3",42,"fB0aeae91F6C3c3",4,"cluster_2"
"B435B8e037cc986",35,"B435B8e037cc986",5,"cluster_3"
"bfDCcAbA4893e98",42,"bfDCcAbA4893e98",5,"cluster_2"
"E77E0Bf5D416e8B",63,"E77E0Bf5D416e8B",2,"cluster_1"
"e3Ac92cA804AB3F",42,"e3Ac92cA804AB3F",5,"cluster_2"
"A1d2864A2Df1b4c",14,"A1d2864A2Df1b4c",5,"cluster_0"
"dDD87A43D896C0d",49,"dDD87A43D896C0d",4,"cluster_2"
"7D0370c49e891Ac",35,"7D0370c49e891Ac",4,"cluster_3"
"1e5bba109B4b059",35,"1e5bba109B4b059",4,"cluster_3"
"d9b1CE311CBC19D",42,"d9b1CE311CBC19D",5,"cluster_2"
"D70334aA1951f7c",14,"D70334aA1951f7c",5,"cluster_0"
"e31fECfc6D9bB2a",35,"e31fECfc6D9bB2a",5,"cluster_3"
"ccc7A90F25B8976",14,"ccc7A90F25B8976",6,"cluster_0"
"46eEa9D4C49FC68",14,"46eEa9D4C49FC68",6,"cluster_0"
"1D065Ac73dae08c",42,"1D065Ac73dae08c",4,"cluster_2"
"CAc77B224Ed02AA",21,"CAc77B224Ed02AA",5,"cluster_0"
"E3ccA30ab4E4D47",35,"E3ccA30ab4E4D47",2,"cluster_3"
"1B5fa39CC5f42fb",35,"1B5fa39CC5f42fb",2,"cluster_3"
"90cA0343ebAeB6E",35,"90cA0343ebAeB6E",2,"cluster_3"
"fbC6aeDF0EC6cCf",35,"fbC6aeDF0EC6cCf",2,"cluster_3"
"b2B5cDCFEA2EC68",70,"b2B5cDCFEA2EC68",3,"cluster_1"
"C017d1E5C5Fe66D",63,"C017d1E5C5Fe66D",2,"cluster_1"
"c2e3d2F56cbF9dD",70,"c2e3d2F56cbF9dD",2,"cluster_1"
"7C0fD50B00fee00",42,"7C0fD50B00fee00",5,"cluster_2"
"fAb1Bbf1377eBcc",21,"fAb1Bbf1377eBcc",3,"cluster_0"
"8Ea0Ab779BeAEfA",28,"8Ea0Ab779BeAEfA",3,"cluster_3"
"13376DE7368C9cB",63,"13376DE7368C9cB",3,"cluster_1"
"160EbFeDf89E7ac",35,"160EbFeDf89E7ac",2,"cluster_3"
"D7F36BCd03C7FaF",63,"D7F36BCd03C7FaF",2,"cluster_1"
"9c2e9C6E78a3965",21,"9c2e9C6E78a3965",7,"cluster_0"
"11bC0bE296fdaFb",35,"11bC0bE296fdaFb",4,"cluster_3"
"c8a9B37FA0fFD2d",63,"c8a9B37FA0fFD2d",2,"cluster_1"
"dCFe9B6FbDccAEe",70,"dCFe9B6FbDccAEe",3,"cluster_1"
"79BDC94fA4B1100",70,"79BDC94fA4B1100",2,"cluster_1"
"DDAE7921939e4ae",21,"DDAE7921939e4ae",6,"cluster_0"
"7b553AfEF10f497",42,"7b553AfEF10f497",4,"cluster_2"
"44af4c52cC8000E",42,"44af4c52cC8000E",6,"cluster_2"
"b77E1EAd78DED17",63,"b77E1EAd78DED17",2,"cluster_1"
"3ddBdB6f7CCc8a2",63,"3ddBdB6f7CCc8a2",3,"cluster_1"
"92bE6a94cc0EeCb",14,"92bE6a94cc0EeCb",6,"cluster_0"
"aDfA1BDB37f66aa",63,"aDfA1BDB37f66aa",2,"cluster_1"
"e0abC153ED1e477",63,"e0abC153ED1e477",2,"cluster_1"
"4b6c7BF970Fef3C",35,"4b6c7BF970Fef3C",3,"cluster_3"
"3FCb94AAfBcecBa",35,"3FCb94AAfBcecBa",4,"cluster_3"
"B2934a4E1dC247c",21,"B2934a4E1dC247c",2,"cluster_0"
"17f5FdEAEef6DE0",49,"17f5FdEAEef6DE0",5,"cluster_2"
"9Af6141Bd1c3a4A",21,"9Af6141Bd1c3a4A",6,"cluster_0"
"1dd286Ae6FBb8B8",21,"1dd286Ae6FBb8B8",6,"cluster_0"
"F7546B3198C65D2",35,"F7546B3198C65D2",2,"cluster_3"
"D5f53783D7fd6aA",14,"D5f53783D7fd6aA",5,"cluster_0"
"0288b62A4C225cB",42,"0288b62A4C225cB",5,"cluster_2"
"89f90d4Ded2d4ca",63,"89f90d4Ded2d4ca",2,"cluster_1"
"02eE5543A745ba4",42,"02eE5543A745ba4",5,"cluster_2"
"22fd7d0274cBdFF",35,"22fd7d0274cBdFF",6,"cluster_3"
"4b8AE467cad195d",14,"4b8AE467cad195d",6,"cluster_0"
"d8eEe3fb144a9fE",63,"d8eEe3fb144a9fE",2,"cluster_1"
"d3e4F0Dd4dbdc8a",56,"d3e4F0Dd4dbdc8a",2,"cluster_1"
"A584b8c45bF0D7A",70,"A584b8c45bF0D7A",4,"cluster_1"
"a7dADb0a43FEde4",49,"a7dADb0a43FEde4",5,"cluster_2"
"b9d405c9a561DC2",28,"b9d405c9a561DC2",3,"cluster_3"
"DFec44eD1E06AEe",63,"DFec44eD1E06AEe",3,"cluster_1"
"ab0EaD3C77BE163",42,"ab0EaD3C77BE163",5,"cluster_2"
"cffcB2ea0B6fafd",28,"cffcB2ea0B6fafd",5,"cluster_3"
"7c6bf5bCD5fCd8D",28,"7c6bf5bCD5fCd8D",2,"cluster_3"
"bC42A58eB158f90",21,"bC42A58eB158f90",5,"cluster_0"
"f4B85C20bD7BDE4",35,"f4B85C20bD7BDE4",2,"cluster_3"
"A4aD32da0Dc4C0D",63,"A4aD32da0Dc4C0D",2,"cluster_1"
"BE8B58FEb20836a",42,"BE8B58FEb20836a",5,"cluster_2"
"90acAeE59b8Ca13",42,"90acAeE59b8Ca13",3,"cluster_2"
"7afDFaEcD2DdDCc",63,"7afDFaEcD2DdDCc",3,"cluster_1"
"B9a9ABd5E3E8DD6",35,"B9a9ABd5E3E8DD6",4,"cluster_3"
"d68A7c65aa4A1Bd",70,"d68A7c65aa4A1Bd",2,"cluster_1"
"B8D383Fb0dD6Ce7",14,"B8D383Fb0dD6Ce7",6,"cluster_0"
"D4Ce7F86a2ECF1f",49,"D4Ce7F86a2ECF1f",5,"cluster_2"
"AfD36AD735EF320",63,"AfD36AD735EF320",2,"cluster_1"
"160614DB1BfEB70",28,"160614DB1BfEB70",3,"cluster_3"
"Ec4A37dc8c75FC9",70,"Ec4A37dc8c75FC9",2,"cluster_1"
"B5AA0d71096C923",63,"B5AA0d71096C923",2,"cluster_1"
"A212e8fC92be1E6",63,"A212e8fC92be1E6",2,"cluster_1"
"CABdC871cdCEbeb",14,"CABdC871cdCEbeb",6,"cluster_0"
"70c77Bb8f5eF09a",70,"70c77Bb8f5eF09a",2,"cluster_1"
"8cdbbF0015Df19a",35,"8cdbbF0015Df19a",2,"cluster_3"
"ECACfa1Fd25AB1C",14,"ECACfa1Fd25AB1C",6,"cluster_0"
"A2eC8ab66BB4f36",28,"A2eC8ab66BB4f36",2,"cluster_3"
"d1aB6bf0b0f2B3f",14,"d1aB6bf0b0f2B3f",6,"cluster_0"
"Fe0a59C6befaE9d",42,"Fe0a59C6befaE9d",5,"cluster_2"
"6f9eeE0fE98e89A",42,"6f9eeE0fE98e89A",4,"cluster_2"
"7F46c784673E2C6",63,"7F46c784673E2C6",3,"cluster_1"
"c2BDf6A1eB98386",70,"c2BDf6A1eB98386",2,"cluster_1"
"8f422FE7C80907A",63,"8f422FE7C80907A",2,"cluster_1"
"fE5cEe704c2d56b",63,"fE5cEe704c2d56b",2,"cluster_1"
"852e7D539e8C3ac",42,"852e7D539e8C3ac",5,"cluster_2"
"2cA282ffbAcaEfd",35,"2cA282ffbAcaEfd",3,"cluster_3"
"89C4b0dBD0BBae4",28,"89C4b0dBD0BBae4",2,"cluster_3"
"3A8B7E9FfdB72CB",42,"3A8B7E9FfdB72CB",5,"cluster_2"
"94Dc43a1338FFfF",70,"94Dc43a1338FFfF",3,"cluster_1"
"67AcDB1B05FAB47",70,"67AcDB1B05FAB47",2,"cluster_1"
"b33AA7Ebc3AC641",14,"b33AA7Ebc3AC641",7,"cluster_0"
"C1bafc3E8d5c546",70,"C1bafc3E8d5c546",3,"cluster_1"
"f4ACbcf8Eb3fe04",35,"f4ACbcf8Eb3fe04",4,"cluster_3"
"550320C8dfFCAC0",35,"550320C8dfFCAC0",5,"cluster_3"
"3b17EA55D602aEb",70,"3b17EA55D602aEb",2,"cluster_1"
"c6173271cCe3A1A",63,"c6173271cCe3A1A",2,"cluster_1"
"7Cb2b53BAeF7348",70,"7Cb2b53BAeF7348",3,"cluster_1"
"72CCaddc6F4CD95",21,"72CCaddc6F4CD95",6,"cluster_0"
"4E8Ef42d4bb5bBa",63,"4E8Ef42d4bb5bBa",3,"cluster_1"
"68CCaadD6e62fDd",42,"68CCaadD6e62fDd",5,"cluster_2"
"7D29D8BAEcBD022",28,"7D29D8BAEcBD022",2,"cluster_3"
"d6Eb4c98B687a3C",70,"d6Eb4c98B687a3C",2,"cluster_1"
"0C8dF0bc22cCaBd",35,"0C8dF0bc22cCaBd",4,"cluster_3"
"aa4B837aa2CD68E",56,"aa4B837aa2CD68E",3,"cluster_1"
"a13f5F1ff5Be6f7",63,"a13f5F1ff5Be6f7",3,"cluster_1"
"5Ff9eff517522F6",35,"5Ff9eff517522F6",2,"cluster_3"
"DDF05468f421bAd",63,"DDF05468f421bAd",3,"cluster_1"
"bcCbcc204fdF3ac",70,"bcCbcc204fdF3ac",3,"cluster_1"
"4eab6Ddc658eA8A",14,"4eab6Ddc658eA8A",6,"cluster_0"
