"customer_id","age","customer_id (right)","visit_count"
"7fAea12AF0815b7",35,"7fAea12AF0815b7",3
"1e76CFcEd8aabBA",14,"1e76CFcEd8aabBA",5
"cDecAaD7fD8ec42",70,"cDecAaD7fD8ec42",2
"7BDBc5cbEb6cFCA",63,"7BDBc5cbEb6cFCA",3
"d9aedEee8CEd3Bd",28,"d9aedEee8CEd3Bd",2
"feC7f4F51eEd8aB",14,"feC7f4F51eEd8aB",5
"F656E3867aAa8cd",70,"F656E3867aAa8cd",3
"7A47876b49dE427",21,"7A47876b49dE427",5
"9DBE44bdFdC6ddc",42,"9DBE44bdFdC6ddc",5
"6eda5d0118a25ad",21,"6eda5d0118a25ad",6
"e24aA7f154A8D60",42,"e24aA7f154A8D60",5
"88A8CfBA7CCACee",28,"88A8CfBA7CCACee",3
"d06AD9ebdf90Dd7",21,"d06AD9ebdf90Dd7",5
"3e4CDd1bD8aBd16",21,"3e4CDd1bD8aBd16",3
"4B85d6EcCcB344C",42,"4B85d6EcCcB344C",5
"bCEa5e283F17Cd7",70,"bCEa5e283F17Cd7",3
"86bDa5e3B9e105C",35,"86bDa5e3B9e105C",3
"fCade559871477D",42,"fCade559871477D",4
"EDD9DBEB1D221FD",28,"EDD9DBEB1D221FD",3
"CFbb2dB9fA21aF1",35,"CFbb2dB9fA21aF1",3
"a082aCFEA27004F",42,"a082aCFEA27004F",5
"ec095f9FEAA367C",35,"ec095f9FEAA367C",4
"c5A54c40Eb9A1e5",35,"c5A54c40Eb9A1e5",3
"cFfBB5a9CfbFaB5",14,"cFfBB5a9CfbFaB5",5
"5dbBDFe51B6D939",42,"5dbBDFe51B6D939",4
"e7C792aD3bFd0da",35,"e7C792aD3bFd0da",3
"FEfCb3b669C4dbA",28,"FEfCb3b669C4dbA",3
"bdd6C497688AACe",42,"bdd6C497688AACe",4
"7Bab00d0CE9CC78",63,"7Bab00d0CE9CC78",2
"ED4Ae054A7Accbd",28,"ED4Ae054A7Accbd",6
"9ae185a4B9869D0",70,"9ae185a4B9869D0",2
"04fbFc8eBbDf750",14,"04fbFc8eBbDf750",5
"bd29dfece5a1356",63,"bd29dfece5a1356",3
"Db8AAF01AcAD5Bc",70,"Db8AAF01AcAD5Bc",2
"8CF30EAA6dC2F52",63,"8CF30EAA6dC2F52",3
"80374CcfbbeeC6B",56,"80374CcfbbeeC6B",3
"aC8e8c7F467C9FF",49,"aC8e8c7F467C9FF",5
"9FfeeCeb18d6862",28,"9FfeeCeb18d6862",2
"a7297Df77E5fFeB",70,"a7297Df77E5fFeB",2
"06572eC4d0E7c11",35,"06572eC4d0E7c11",2
"D9EA2caD4eBef4c",63,"D9EA2caD4eBef4c",2
"cCAe5c2509fd219",35,"cCAe5c2509fd219",3
"AC71C11FC122fdA",70,"AC71C11FC122fdA",2
"244FDa4f7eeA3B8",42,"244FDa4f7eeA3B8",4
"eCFC80AeBefbf6b",70,"eCFC80AeBefbf6b",3
"442F9b8Fe13aAEb",21,"442F9b8Fe13aAEb",7
"B0f9F2fc949f6cC",63,"B0f9F2fc949f6cC",3
"ACb1Aa828Daf16D",28,"ACb1Aa828Daf16D",2
"7ED1FC4bbab202B",28,"7ED1FC4bbab202B",2
"C4Da69dBaAa6cd2",14,"C4Da69dBaAa6cd2",5
"1227Bc5cB4f0aBE",35,"1227Bc5cB4f0aBE",5
"8F446F830bea2FC",35,"8F446F830bea2FC",5
"efe7FeBA4b087A5",35,"efe7FeBA4b087A5",2
"C3Bb0d4fD7D4146",28,"C3Bb0d4fD7D4146",2
"FA00E6EB2d8F1E2",77,"FA00E6EB2d8F1E2",3
"9b4E68A88484506",63,"9b4E68A88484506",2
"1EbBdF18B4b0241",70,"1EbBdF18B4b0241",3
"0aADFb9C5Fd3372",28,"0aADFb9C5Fd3372",2
"bAdb81aAAa0Abb4",42,"bAdb81aAAa0Abb4",4
"74BEf4EF753FC97",28,"74BEf4EF753FC97",2
"7b5D97157Cb9b3A",14,"7b5D97157Cb9b3A",6
"2e7eED5D840dbeA",28,"2e7eED5D840dbeA",2
"0Bf0dB8F3d1c78E",35,"0Bf0dB8F3d1c78E",2
"fDeFaF5819DCe34",49,"fDeFaF5819DCe34",5
"9bdC6f8424Ffcd5",63,"9bdC6f8424Ffcd5",3
"3bbFe39cb18ceAD",14,"3bbFe39cb18ceAD",6
"A8F19FFE8aE8002",28,"A8F19FFE8aE8002",3
"7b42BdCEebcf45E",63,"7b42BdCEebcf45E",2
"8aF2D299F2DC2E6",63,"8aF2D299F2DC2E6",3
"9776EB09973a528",21,"9776EB09973a528",5
"95ec18aFFb8ca78",21,"95ec18aFFb8ca78",6
"DAb670601f438C9",63,"DAb670601f438C9",2
"29EFDB177e610Be",21,"29EFDB177e610Be",7
"8A296bB5a3d2fbB",28,"8A296bB5a3d2fbB",2
"fAf582fCF704cDD",42,"fAf582fCF704cDD",5
"eCE4E160DdB8B4A",42,"eCE4E160DdB8B4A",5
"Cfc962F22C64B56",42,"Cfc962F22C64B56",5
"BAC2E0E0E1354bb",28,"BAC2E0E0E1354bb",2
"5c84c21BEbfD83a",63,"5c84c21BEbfD83a",2
"Ba5eBdF2cFaBAAb",42,"Ba5eBdF2cFaBAAb",4
"01de7D7CE7aad17",21,"01de7D7CE7aad17",5
"89b76D90D7A291D",42,"89b76D90D7A291D",4
"3b9bbC4ffC7481a",21,"3b9bbC4ffC7481a",7
"f5df146FaA941F6",42,"f5df146FaA941F6",4
"2BD84CC5E421d30",63,"2BD84CC5E421d30",3
"5d3Ed4Ad0e5F5aC",14,"5d3Ed4Ad0e5F5aC",5
"Db9C09AaE2Fdc20",42,"Db9C09AaE2Fdc20",2
"b76E2a08bA6DED0",21,"b76E2a08bA6DED0",3
"d8b99f83e6BFc2A",63,"d8b99f83e6BFc2A",3
"E86ee4bEFBa84A3",42,"E86ee4bEFBa84A3",4
"fAd53D66beABee3",35,"fAd53D66beABee3",3
"0e13CeEAafc9e4a",49,"0e13CeEAafc9e4a",4
"F9bAcE8aA250468",14,"F9bAcE8aA250468",5
"B0C0faea97CbeAf",63,"B0C0faea97CbeAf",2
"CB898782ed91bdA",28,"CB898782ed91bdA",2
"dA735c7F5D996E7",56,"dA735c7F5D996E7",3
"2b947fa61ABEcE2",63,"2b947fa61ABEcE2",2
"295876504E00883",70,"295876504E00883",2
"C6E377E00d9B7Da",63,"C6E377E00d9B7Da",2
"Bf5BF3bC3E5C5fA",42,"Bf5BF3bC3E5C5fA",5
"A5fad84adbFd1f3",35,"A5fad84adbFd1f3",4
"4C0Ceb5c5cc3ce4",35,"4C0Ceb5c5cc3ce4",2
"1DAE6c37Fa4b4c4",35,"1DAE6c37Fa4b4c4",2
"51783ebE3bD669D",21,"51783ebE3bD669D",6
"AADc703DEe8C3Bc",70,"AADc703DEe8C3Bc",2
"0129d055bF9cDF4",77,"0129d055bF9cDF4",2
"672B869DE254d90",14,"672B869DE254d90",5
"4DD0cff44a3aACD",14,"4DD0cff44a3aACD",6
"35Cc97B8D4dc9CF",49,"35Cc97B8D4dc9CF",5
"1BC58e0eaf7Cf0D",28,"1BC58e0eaf7Cf0D",2
"AA9bDfdaE5D034a",28,"AA9bDfdaE5D034a",2
"E9ad710A9A3850A",70,"E9ad710A9A3850A",3
"4988FfEaAc2DAf6",42,"4988FfEaAc2DAf6",4
"5F52376972D49C0",21,"5F52376972D49C0",5
"C8a9CdDdFcf7Dd2",21,"C8a9CdDdFcf7Dd2",6
"9e42e56B99aDFaB",35,"9e42e56B99aDFaB",2
"3C98C1216daA243",63,"3C98C1216daA243",2
"2EcBbe1ebC8e2e4",42,"2EcBbe1ebC8e2e4",2
"5D2dc35ca5F8628",42,"5D2dc35ca5F8628",4
"d5Adc8bD5F28898",70,"d5Adc8bD5F28898",3
"992B0B8aD4B27b4",63,"992B0B8aD4B27b4",2
"b1b4B7b609DEA02",35,"b1b4B7b609DEA02",2
"da1b65daAb7C38d",42,"da1b65daAb7C38d",5
"2FF4BC9291B044e",28,"2FF4BC9291B044e",2
"B6b9b213406637D",35,"B6b9b213406637D",5
"1CdB85D3e8a4757",42,"1CdB85D3e8a4757",5
"2eD24c31374cBAe",35,"2eD24c31374cBAe",2
"8CdaccDe074636c",14,"8CdaccDe074636c",5
"293b5fFeC0BE94d",49,"293b5fFeC0BE94d",5
"eFe07e2bFaF63F1",42,"eFe07e2bFaF63F1",5
"8fBd75cccF3fd69",28,"8fBd75cccF3fd69",2
"DfB8BBAB86ACA1F",35,"DfB8BBAB86ACA1F",3
"F5bb98554Af2C9D",21,"F5bb98554Af2C9D",6
"56aEf20b7E1Cc5a",35,"56aEf20b7E1Cc5a",2
"5Cbece7BF6C3313",21,"5Cbece7BF6C3313",6
"CEFc2a2a667c686",14,"CEFc2a2a667c686",6
"6EA81C763EeEEB2",21,"6EA81C763EeEEB2",6
"CF7aea4488CCc3A",49,"CF7aea4488CCc3A",3
"46bFd459Ded1Ddd",21,"46bFd459Ded1Ddd",5
"E39d936b0CC794d",35,"E39d936b0CC794d",5
"dACaec77ED7c049",21,"dACaec77ED7c049",6
"a7C9DdAcBcFEcfA",35,"a7C9DdAcBcFEcfA",2
"E5BE9A3bFeb0adD",35,"E5BE9A3bFeb0adD",4
"b71Ea8C1EBCF0Fa",14,"b71Ea8C1EBCF0Fa",7
"126a8FE3ffd9f3a",28,"126a8FE3ffd9f3a",2
"D39ABCc0cC2fA10",14,"D39ABCc0cC2fA10",5
"F3F72A7e14f0197",42,"F3F72A7e14f0197",3
"Bb8f6EaC30fcD47",42,"Bb8f6EaC30fcD47",4
"29eDc1E22ABeB1e",28,"29eDc1E22ABeB1e",3
"dd8BD118BC0bD2b",14,"dd8BD118BC0bD2b",7
"22bbdD019eFc19A",35,"22bbdD019eFc19A",3
"F15ACbB64daDFC2",28,"F15ACbB64daDFC2",7
"C4C1bBC9C8Ed6f3",42,"C4C1bBC9C8Ed6f3",5
"7BDC23a0057FADF",42,"7BDC23a0057FADF",5
"5Bb2BEdde862ea0",63,"5Bb2BEdde862ea0",3
"Cd68c5E62FBaDcc",35,"Cd68c5E62FBaDcc",2
"c9e996a97d3A96A",28,"c9e996a97d3A96A",2
"c4eAbC3E9faE7A0",14,"c4eAbC3E9faE7A0",5
"e8fFA1EFE6CB7b4",42,"e8fFA1EFE6CB7b4",4
"57A27c2427e854c",28,"57A27c2427e854c",2
"EFA2AcA27fd315D",28,"EFA2AcA27fd315D",2
"faB2B2f6a3317ab",28,"faB2B2f6a3317ab",2
"B5EdF8DCBDd0d21",35,"B5EdF8DCBDd0d21",2
"c3fEBceF8bfCcF7",63,"c3fEBceF8bfCcF7",2
"c0Fee3FBAbf1E3F",63,"c0Fee3FBAbf1E3F",2
"7ef9b2dC1c7eF83",14,"7ef9b2dC1c7eF83",5
"FE792BaB98ec5Ed",63,"FE792BaB98ec5Ed",3
"6cDFf3eA2ACcb48",70,"6cDFf3eA2ACcb48",3
"6f4E4BcA8B58Ece",14,"6f4E4BcA8B58Ece",6
"dcaBf8Ced7bDD9D",49,"dcaBf8Ced7bDD9D",4
"96485FfF86E4845",42,"96485FfF86E4845",6
"c11BA6A2C61338A",42,"c11BA6A2C61338A",5
"9EbCF9dd12Cf97d",42,"9EbCF9dd12Cf97d",5
"5EF055197b1ADf4",21,"5EF055197b1ADf4",5
"Bc8cC8d7c298FD7",14,"Bc8cC8d7c298FD7",5
"60FC82Ee2D7E3C8",63,"60FC82Ee2D7E3C8",2
"dcf2e39EC6Ff22C",35,"dcf2e39EC6Ff22C",4
"FEfCC83Fba27055",77,"FEfCC83Fba27055",3
"52AA0EEcbE0a97c",28,"52AA0EEcbE0a97c",3
"f8Ee9c08BeF3bEd",42,"f8Ee9c08BeF3bEd",4
"A8BE1BE9Be776b2",21,"A8BE1BE9Be776b2",6
"1cBb1fdA3F9d0dE",63,"1cBb1fdA3F9d0dE",2
"5FE7586226e00D7",70,"5FE7586226e00D7",3
"ddB8bD44adF15F2",28,"ddB8bD44adF15F2",7
"EFF0E7dBc87Ac2f",14,"EFF0E7dBc87Ac2f",4
"c5c191F192dab24",63,"c5c191F192dab24",3
"073d46e2E2fdCc8",35,"073d46e2E2fdCc8",4
"908197B0DCDED3a",70,"908197B0DCDED3a",2
"bfAfbe3F56aE7Bc",21,"bfAfbe3F56aE7Bc",5
"0E2e2aAC5BA588B",49,"0E2e2aAC5BA588B",5
"ebde8e6CCCa7C15",21,"ebde8e6CCCa7C15",6
"4F537EC2ea0c80F",35,"4F537EC2ea0c80F",5
"aAdc6E01d2ebeD4",42,"aAdc6E01d2ebeD4",5
"fD5CE8cac96Ef7A",70,"fD5CE8cac96Ef7A",3
"BEaEdE0BFf5eEcF",14,"BEaEdE0BFf5eEcF",5
"0654Ed80DcB0887",28,"0654Ed80DcB0887",2
"EBc98D9eEa5DB2d",35,"EBc98D9eEa5DB2d",5
"396Ed313c2d113d",42,"396Ed313c2d113d",4
"aD2aff89CfcE593",70,"aD2aff89CfcE593",2
"951AfF81FfB8d0B",42,"951AfF81FfB8d0B",5
"3Ca64aC3AaE89ef",35,"3Ca64aC3AaE89ef",4
"2207AdE09A908dB",35,"2207AdE09A908dB",2
"1AC2Eeab51FB99e",42,"1AC2Eeab51FB99e",4
"531C0f1Fb9A9363",42,"531C0f1Fb9A9363",5
"4F6184ba88B2fd9",35,"4F6184ba88B2fd9",5
"C078C5DdBF447Be",49,"C078C5DdBF447Be",5
"d097AEDc9E6b65A",21,"d097AEDc9E6b65A",6
"5FDfC30E3426ef0",21,"5FDfC30E3426ef0",5
"3E5bcadFbe9e1fE",21,"3E5bcadFbe9e1fE",6
"be97b839254B299",42,"be97b839254B299",4
"E69cbD2BcBF4aF0",63,"E69cbD2BcBF4aF0",2
"fe0eb9B17aa99Fd",28,"fe0eb9B17aa99Fd",2
"FE347ECDC8DB0E5",63,"FE347ECDC8DB0E5",2
"bC8C8B0AeE8A9a0",28,"bC8C8B0AeE8A9a0",2
"9f1BB15fAbBdb56",63,"9f1BB15fAbBdb56",2
"d278Cc25F01DFed",63,"d278Cc25F01DFed",3
"35e8EE4f71dA7ce",35,"35e8EE4f71dA7ce",2
"2F4316f97615fDA",42,"2F4316f97615fDA",5
"8D0Bf8665249167",35,"8D0Bf8665249167",5
"6C750b3D5ba5b5a",56,"6C750b3D5ba5b5a",3
"1df3819646A84ad",35,"1df3819646A84ad",2
"Dd5aF889eB6e3da",35,"Dd5aF889eB6e3da",4
"fF0Acf1F7F3A2ab",42,"fF0Acf1F7F3A2ab",5
"59D6b9cB6CD5edB",35,"59D6b9cB6CD5edB",3
"CCcdC6e57C1FB89",14,"CCcdC6e57C1FB89",6
"27eE8bef8ABf6C4",63,"27eE8bef8ABf6C4",2
"5f627a5b8c02214",35,"5f627a5b8c02214",2
"ba9f5466DC75357",35,"ba9f5466DC75357",4
"DfeC2B0088EF6f5",35,"DfeC2B0088EF6f5",6
"aa1e30a5632CeCd",49,"aa1e30a5632CeCd",5
"8669636c23167B0",28,"8669636c23167B0",2
"BF6dbfB6688f527",35,"BF6dbfB6688f527",3
"b9483FC6c40aEB8",42,"b9483FC6c40aEB8",5
"a7EEd23DEB2526e",28,"a7EEd23DEB2526e",2
"A2dcddd2c74054F",63,"A2dcddd2c74054F",3
"BDaDF67eee3581F",35,"BDaDF67eee3581F",5
"224fbF34F6A75F8",49,"224fbF34F6A75F8",4
"bc05b9c74a3C20C",70,"bc05b9c74a3C20C",2
"d633EC7887CFA9d",42,"d633EC7887CFA9d",2
"F88Fd8a6e512c33",70,"F88Fd8a6e512c33",3
"6bBAce8CA8f9bf0",21,"6bBAce8CA8f9bf0",6
"AaEC9B4DB9EDE27",42,"AaEC9B4DB9EDE27",5
"22ef03215fd9D7f",42,"22ef03215fd9D7f",6
"8bE1DAdf744b427",42,"8bE1DAdf744b427",5
"B0800B5AC05Dd3B",35,"B0800B5AC05Dd3B",2
"Ec053Fd5f2894f5",14,"Ec053Fd5f2894f5",6
"1AF171F249CBB47",7,"1AF171F249CBB47",5
"bAfa14f1f3F6E1c",49,"bAfa14f1f3F6E1c",5
"ddEdf6a9AcD7B70",21,"ddEdf6a9AcD7B70",5
"909b15acD4Be88c",28,"909b15acD4Be88c",3
"8EAD64EED301Dc7",63,"8EAD64EED301Dc7",3
"1DA47a118eaDd3f",42,"1DA47a118eaDd3f",4
"6E81c5cc9cf3EB9",35,"6E81c5cc9cf3EB9",4
"d8Af94422Aad2bd",35,"d8Af94422Aad2bd",4
"9dba2c93A5dD34D",21,"9dba2c93A5dD34D",6
"dE412481eae87C9",21,"dE412481eae87C9",6
"E04dCEC9e59304E",70,"E04dCEC9e59304E",3
"5D2EB78caDfbeE8",14,"5D2EB78caDfbeE8",6
"bfeeA60eb45a111",28,"bfeeA60eb45a111",2
"d2446B53FE6Bfe0",42,"d2446B53FE6Bfe0",2
"4Ba6b44FfF5Aba1",42,"4Ba6b44FfF5Aba1",4
"0B150F4EeAE16C3",63,"0B150F4EeAE16C3",2
"BcBe7E439a73Db6",63,"BcBe7E439a73Db6",3
"eef4fFe26C1dCf3",63,"eef4fFe26C1dCf3",3
"6aC39994CaB8062",42,"6aC39994CaB8062",5
"99d1CE9858FDdE7",49,"99d1CE9858FDdE7",5
"4efB9bFDAbC55cD",21,"4efB9bFDAbC55cD",6
"7DdA401Fc4744E0",42,"7DdA401Fc4744E0",5
"EaDcFc4C6002a36",35,"EaDcFc4C6002a36",2
"aED5dfD2a7518aa",56,"aED5dfD2a7518aa",3
"0F66CDaef256bC7",35,"0F66CDaef256bC7",2
"88b6edabFf8b1B4",42,"88b6edabFf8b1B4",5
"e9Fdebee43E5b66",28,"e9Fdebee43E5b66",2
"FAF1eCaef0BDEBc",35,"FAF1eCaef0BDEBc",2
"95D72f0aEfe01dF",21,"95D72f0aEfe01dF",5
"cfdE90bc3D9B21D",14,"cfdE90bc3D9B21D",6
"dDFdfcfBcA0d6B2",21,"dDFdfcfBcA0d6B2",5
"004Bc46e1De543F",14,"004Bc46e1De543F",5
"98F5ED76eEEc972",42,"98F5ED76eEEc972",3
"f97CFA6E6AeFFf4",35,"f97CFA6E6AeFFf4",2
"8BD4e293fBdaf60",14,"8BD4e293fBdaf60",5
"26afA01D3B37DA4",70,"26afA01D3B37DA4",2
"cfFc7dB498A6D76",42,"cfFc7dB498A6D76",5
"4cd261Bff18777C",49,"4cd261Bff18777C",6
"285e7bd94f6FCca",35,"285e7bd94f6FCca",4
"f76CDCa465AE9dE",70,"f76CDCa465AE9dE",2
"3ba891fe0cDa098",42,"3ba891fe0cDa098",5
"CCb1c45b74EA88C",70,"CCb1c45b74EA88C",2
"DCeFFb55eB9F42F",70,"DCeFFb55eB9F42F",2
"cC51cDF0dDAAB4a",42,"cC51cDF0dDAAB4a",5
"a9e3Be5ac5898AA",42,"a9e3Be5ac5898AA",5
"609A48BdD3FCedC",70,"609A48BdD3FCedC",3
"79cc39fECF3De24",28,"79cc39fECF3De24",2
"3Ea54BdbCbaaE3D",70,"3Ea54BdbCbaaE3D",2
"44117c5fBF89C51",14,"44117c5fBF89C51",6
"594f3cfecd3a42b",28,"594f3cfecd3a42b",2
"DCC21f3cd4511Ec",42,"DCC21f3cd4511Ec",4
"1EE9681E1907A6d",35,"1EE9681E1907A6d",2
"6787D35def33488",70,"6787D35def33488",3
"2c820add83430cF",42,"2c820add83430cF",5
"a1dDD8aFdeC55db",14,"a1dDD8aFdeC55db",6
"4ff1bBF42A0bFF6",35,"4ff1bBF42A0bFF6",3
"10A457abfCEdb13",14,"10A457abfCEdb13",5
"771A70F63D33Dab",28,"771A70F63D33Dab",2
"d58e37D99dFc3D4",42,"d58e37D99dFc3D4",4
"F9af7f0fCE3AE44",70,"F9af7f0fCE3AE44",2
"dedb2b6c6ACF9d1",28,"dedb2b6c6ACF9d1",2
"88dC0BbCBB659f6",35,"88dC0BbCBB659f6",2
"dB12409ECD61cab",49,"dB12409ECD61cab",5
"Ab4EAaaffC27a89",35,"Ab4EAaaffC27a89",2
"C81441c0554FBae",28,"C81441c0554FBae",2
"D3CdAAcA3f7BdF2",56,"D3CdAAcA3f7BdF2",3
"4CBbCc2FDD7097c",14,"4CBbCc2FDD7097c",5
"7FbB0d258dF853D",70,"7FbB0d258dF853D",2
"E7bAd1d6ce4FbE6",14,"E7bAd1d6ce4FbE6",5
"ae764fD2cCB7Ee0",42,"ae764fD2cCB7Ee0",2
"175A4E48d9Be1b6",49,"175A4E48d9Be1b6",5
"cECDEdcAb7aCD8E",63,"cECDEdcAb7aCD8E",3
"8f385BEF965dd04",56,"8f385BEF965dd04",2
"aAF1108DD519d10",42,"aAF1108DD519d10",2
"BEcDf91Bc165b90",63,"BEcDf91Bc165b90",2
"1cFFaA7e6e2b880",49,"1cFFaA7e6e2b880",5
"BBc954c5cBf1bFC",14,"BBc954c5cBf1bFC",7
"B1F86dCb698d44f",21,"B1F86dCb698d44f",5
"7eADfcdF13a5aD7",42,"7eADfcdF13a5aD7",5
"de26AE1e16ECe78",21,"de26AE1e16ECe78",3
"Cb0b3C3c829Ca64",70,"Cb0b3C3c829Ca64",2
"5F32eecEE68A7Db",14,"5F32eecEE68A7Db",5
"c3aCfD3301241f9",21,"c3aCfD3301241f9",6
"493aaAb1205Ea7b",14,"493aaAb1205Ea7b",7
"14BA3d6AFcc16ea",42,"14BA3d6AFcc16ea",4
"7FCCe65f3B670bd",70,"7FCCe65f3B670bd",3
"3d946B63d5DcB07",35,"3d946B63d5DcB07",5
"9cecD22dDEFDD49",28,"9cecD22dDEFDD49",2
"fB0FFe3A711D0F7",35,"fB0FFe3A711D0F7",2
"EC27D2e7cdAef80",35,"EC27D2e7cdAef80",5
"FE08E4D17Fb67fF",49,"FE08E4D17Fb67fF",4
"3E047C8111DdDC6",42,"3E047C8111DdDC6",5
"FeB1C8ef8d3294A",28,"FeB1C8ef8d3294A",3
"eDdf5eB45CfBC45",21,"eDdf5eB45CfBC45",5
"223CC9d55C4B06D",35,"223CC9d55C4B06D",4
"FF123Bd20CD0b8C",63,"FF123Bd20CD0b8C",2
"8a3dae949bfE4Bb",28,"8a3dae949bfE4Bb",2
"16a89CFB309Bc3E",42,"16a89CFB309Bc3E",3
"dbDeba1662cE0D4",35,"dbDeba1662cE0D4",5
"BeF4bF1eCdDa836",28,"BeF4bF1eCdDa836",3
"D40dE2c0Df63b7b",63,"D40dE2c0Df63b7b",3
"e727aDFECae4A5D",42,"e727aDFECae4A5D",5
"EABB5d87C4efEEF",70,"EABB5d87C4efEEF",3
"8FeaCb589fcdE13",21,"8FeaCb589fcdE13",6
"60E21CA8d928278",21,"60E21CA8d928278",5
"6D718CDf53f641c",42,"6D718CDf53f641c",4
"28bdEf00860a055",28,"28bdEf00860a055",5
"e0bE43A2a77c519",70,"e0bE43A2a77c519",3
"2CFf19CfF5F3667",35,"2CFf19CfF5F3667",2
"E7cAB0df0fa756E",14,"E7cAB0df0fa756E",6
"42D36d15f171A80",28,"42D36d15f171A80",6
"DC8d81d43E1FD04",70,"DC8d81d43E1FD04",2
"EDf61EEcedfDcf2",35,"EDf61EEcedfDcf2",3
"e095b216A30B56C",28,"e095b216A30B56C",3
"F3eD98E0Ead2860",63,"F3eD98E0Ead2860",3
"EeB14A8E0cf01DE",21,"EeB14A8E0cf01DE",6
"F174f1b7Bc22cdF",35,"F174f1b7Bc22cdF",4
"6B3c1d00e4cb0e1",77,"6B3c1d00e4cb0e1",3
"594b9d748194BEE",70,"594b9d748194BEE",3
"BBaaBC8c14d746B",42,"BBaaBC8c14d746B",4
"bAd1A90b8BB2d59",14,"bAd1A90b8BB2d59",5
"eC0DD54F303f2b4",70,"eC0DD54F303f2b4",3
"7E045e02Ce6EcFF",42,"7E045e02Ce6EcFF",5
"f978E6CCb4b7BE3",35,"f978E6CCb4b7BE3",2
"b462dCd0FFf2DD6",14,"b462dCd0FFf2DD6",7
"318a8259d98156b",70,"318a8259d98156b",2
"b3459edD95E792E",70,"b3459edD95E792E",2
"BfACDB1b3793BE3",28,"BfACDB1b3793BE3",2
"d625a0EAcb12EB6",35,"d625a0EAcb12EB6",4
"12F97dA2aF8fCcB",28,"12F97dA2aF8fCcB",2
"9AC9A61CFFf4547",35,"9AC9A61CFFf4547",4
"62eA4FdE4AA5a5c",42,"62eA4FdE4AA5a5c",6
"FcAe7EF35eDFFDE",70,"FcAe7EF35eDFFDE",3
"0eD5c8dBA0fBAeE",42,"0eD5c8dBA0fBAeE",4
"c4b6A7C5fE66da7",70,"c4b6A7C5fE66da7",3
"FDEb22Ea679Ccf0",14,"FDEb22Ea679Ccf0",5
"Ab89DEF9c59A6b0",21,"Ab89DEF9c59A6b0",5
"F5eb65DEF3eEbDa",70,"F5eb65DEF3eEbDa",2
"Ec8df87cf49dBc0",21,"Ec8df87cf49dBc0",5
"53956233DbBcf1e",63,"53956233DbBcf1e",3
"f46bbc83f117532",42,"f46bbc83f117532",3
"aa05Be04a7Abde1",21,"aa05Be04a7Abde1",4
"efA5fC9874cdAc7",49,"efA5fC9874cdAc7",5
"cCe1E5e998dC8aF",21,"cCe1E5e998dC8aF",5
"7eD0eEE45ece3Ca",21,"7eD0eEE45ece3Ca",6
"a3E050bA8DD53CE",42,"a3E050bA8DD53CE",5
"221A59fE088EeBC",42,"221A59fE088EeBC",4
"9D39fbCaec4B1a7",42,"9D39fbCaec4B1a7",4
"275dEed4FEbAb61",21,"275dEed4FEbAb61",6
"2c7fa7d0C7e9CDA",14,"2c7fa7d0C7e9CDA",6
"8CE2c4b91a1FFbA",70,"8CE2c4b91a1FFbA",3
"96dd74b9CCEF74B",70,"96dd74b9CCEF74B",3
"A0f6BFcea2ae9Cf",14,"A0f6BFcea2ae9Cf",6
"74dF8112e01864a",49,"74dF8112e01864a",5
"051b9e08E56aD45",14,"051b9e08E56aD45",5
"053feeb859E1925",14,"053feeb859E1925",5
"AeBD26d0ABc8A42",49,"AeBD26d0ABc8A42",5
"d949fBFECC21a55",42,"d949fBFECC21a55",5
"7f4c2AF0c6f294d",21,"7f4c2AF0c6f294d",6
"EAAdfCDe03E9284",28,"EAAdfCDe03E9284",3
"Bf32aE9C906251d",21,"Bf32aE9C906251d",6
"257Ee4f75aEA85e",70,"257Ee4f75aEA85e",3
"eC9EEfFb8f021bc",14,"eC9EEfFb8f021bc",5
"dF68acD3E240eBe",28,"dF68acD3E240eBe",6
"149d01CBfA1eC63",70,"149d01CBfA1eC63",4
"4c2dA7e6Ac2C300",35,"4c2dA7e6Ac2C300",2
"3d769410A2dC66D",49,"3d769410A2dC66D",4
"Fdc8AdDCcaB21dc",63,"Fdc8AdDCcaB21dc",3
"FD8bbC2Ec9E63C9",42,"FD8bbC2Ec9E63C9",5
"34bc5824c5Fd8FC",35,"34bc5824c5Fd8FC",5
"d2a5bcB1Db6280A",14,"d2a5bcB1Db6280A",5
"fcb5Caf47eDBcEa",35,"fcb5Caf47eDBcEa",6
"150e8daFf1ebccB",63,"150e8daFf1ebccB",3
"ff7aEFfA35eC7bB",7,"ff7aEFfA35eC7bB",6
"EDeBD92f1B1Be96",70,"EDeBD92f1B1Be96",3
"AFEb48bdc53de0E",14,"AFEb48bdc53de0E",5
"aB0BA8B0Ac4FdfE",21,"aB0BA8B0Ac4FdfE",5
"C7b22a5aa73Af78",14,"C7b22a5aa73Af78",6
"dbE1d093bF2F4ff",21,"dbE1d093bF2F4ff",5
"92BdB40cf23433d",63,"92BdB40cf23433d",3
"BccE1ecFfEc44a4",21,"BccE1ecFfEc44a4",6
"55CbF795D4cF843",42,"55CbF795D4cF843",4
"7EDCb94d3CF2fbf",21,"7EDCb94d3CF2fbf",6
"1dB0fD4afD34eA3",49,"1dB0fD4afD34eA3",5
"Dc2aE31A94BBeaA",42,"Dc2aE31A94BBeaA",4
